date,o,h,l,c,v
2004-04-20,40.3692,40.4459,40.0531,40.0531,1618700
2004-04-21,40.1057,40.3932,40.1057,40.2495,763600
2004-04-22,40.3596,40.5225,40.3069,40.4890,1024300
2004-04-23,40.2926,40.4028,40.1201,40.2590,963200
2004-04-26,40.2830,40.3788,40.2686,40.3261,515800
2004-04-27,40.4315,40.5033,40.2782,40.4794,1033400
2004-04-28,40.3836,40.4459,40.0530,40.1009,1215700
2004-04-29,40.1201,40.3261,39.7656,39.9045,2504900
2004-04-30,39.9668,40.1441,39.8902,40.0674,831500
2004-05-03,39.9640,40.1900,39.9640,40.1179,668800
2004-05-04,40.2189,40.3487,39.7668,39.8438,3950900
2004-05-05,40.0410,40.0410,39.6755,39.7332,2236600
2004-05-06,39.7043,39.7476,39.6130,39.6274,3163200
2004-05-07,39.1705,39.1946,39.0022,39.1080,1756400
2004-05-10,39.1849,39.2474,39.0070,39.0166,958700
2004-05-11,39.0070,39.2041,39.0070,39.1945,766000
2004-05-12,39.1465,39.1657,38.9253,38.9349,1945700
2004-05-13,38.9012,38.9156,38.7185,38.7858,1187000
2004-05-14,38.9733,39.1416,38.8242,39.1032,4086400
2004-05-17,39.3725,39.4687,39.2811,39.4494,1735600
2004-05-18,39.2907,39.3917,39.2282,39.2955,674200
2004-05-19,39.1465,39.1705,39.0262,39.1657,319200
2004-05-20,39.3100,39.4831,39.2523,39.4687,1745900
2004-05-21,39.6130,39.6178,39.2379,39.3100,1461900
2004-05-24,39.4013,39.4735,39.2811,39.4350,314800
2004-05-25,39.4494,39.5889,39.4398,39.5504,645300
